game_id,agent0,agent1,deck0_name,deck1_name,winner,end_reason,p0_life,p1_life,p0_library_size,p1_library_size,p0_battlefield_creatures,p1_battlefield_creatures
20,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-2,19,16,6,3
21,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-1,17,14,6,2
22,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-6,19,16,8,3
23,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,16,19,15,3,5
24,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,4,18,14,5,4
25,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,5,19,15,4,5
26,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-5,18,15,4,4
27,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,9,18,14,4,5
28,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-2,18,15,4,4
29,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-6,9,19,15,5,7
30,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-5,19,16,6,4
31,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-5,18,15,7,3
32,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,8,19,15,3,5
33,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,4,19,15,6,6
34,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-2,20,17,6,3
35,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,4,-2,19,16,6,5
36,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,3,19,15,6,5
37,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-4,18,15,5,3
38,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-3,19,16,7,5
39,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,7,19,15,5,5
40,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,10,19,15,4,5
41,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-2,19,16,6,3
42,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,1,-2,19,16,5,7
43,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,13,-5,19,16,5,3
44,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,7,19,15,6,5
45,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-4,20,17,6,4
46,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,17,-5,19,16,6,2
47,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,13,0,19,16,4,3
48,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,17,-2,19,16,7,1
49,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,3,19,15,7,7
50,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,0,18,15,6,5
51,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,11,18,14,6,4
52,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,6,19,15,5,5
53,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,14,19,15,3,5
54,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,4,19,15,5,6
55,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,5,19,15,7,5
56,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-7,19,16,5,4
57,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,4,19,15,6,7
58,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,7,-9,19,16,6,5
59,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,16,19,15,3,6
60,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,1,19,15,4,5
61,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-6,18,15,6,3
62,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-16,1,19,15,5,6
63,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-5,20,17,7,4
64,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-9,4,18,14,5,5
65,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,7,19,15,5,6
66,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,6,19,15,5,6
67,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,12,19,15,6,6
68,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-1,19,16,4,4
69,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-14,11,18,14,7,6
70,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,-6,19,16,6,3
71,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,11,18,14,4,4
72,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-4,17,14,5,1
73,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,2,19,15,6,4
74,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-13,4,18,14,6,6
75,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,10,19,15,5,6
76,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-10,8,18,14,5,6
77,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-4,19,16,5,4
78,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-3,20,17,5,4
79,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-8,18,15,7,2
80,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,7,-2,19,16,5,5
81,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-2,17,14,4,3
82,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-6,20,17,6,2
83,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,0,19,16,6,4
84,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-5,3,18,14,6,4
85,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,10,0,19,16,6,3
86,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-10,18,15,7,4
87,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,2,-5,18,15,6,5
88,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,0,15,19,15,5,4
89,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,8,-5,19,16,5,4
90,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,20,-9,20,17,4,3
91,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,7,-6,19,16,7,5
92,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,14,-4,19,16,5,2
93,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-7,6,19,15,4,6
94,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-4,8,19,15,5,5
95,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-1,2,19,15,4,4
96,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,11,-4,19,16,6,4
97,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,5,-4,18,15,4,4
98,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,1,life,-11,3,18,14,5,5
99,RandomAgent,HeuristicAgent,mono_red_creatures,mono_green_creatures,0,life,17,-4,19,16,5,1
